number_of_cells,number_of_timestep,nodes_number,gathers,wave_front_tracking,hilbert_filter,isotropic_kernel,exec_time
8497530000000.0,9440,1,0,1,1,0,2228.0801193521347
9327030000000.0,9440,1,0,1,1,0,2344.076471217467
7913210000000.0,9440,1,0,1,1,0,2146.369464352796
7682860000000.0,9440,1,0,1,1,0,2114.1575780933877
10947400000000.0,9440,1,0,1,1,0,2570.6671989715705
7764490000000.0,9440,1,0,1,1,0,2125.57262595688
8649670000000.0,9440,1,0,1,1,0,2249.355206721383
10021500000000.0,9440,1,0,1,1,0,2441.190378969025
10162100000000.0,9440,1,0,1,1,0,2460.851725650479
7672840000000.0,9440,1,0,1,1,0,2112.7563925048516
8077410000000.0,9440,1,0,1,1,0,2169.331008628007
4871490000000.0,9440,1,0,1,1,0,1721.0187429594034
10952000000000.0,9440,1,0,1,1,0,2571.310457824591
8855480000000.0,9440,1,0,1,1,0,2278.135446838808
7034950000000.0,9440,1,0,1,1,0,2023.5545686454461
11796200000000.0,9440,1,0,1,1,0,2689.3624412419676
9423480000000.0,9440,1,0,1,1,0,2357.563931298734
7482270000000.0,9440,1,0,1,1,0,2086.10729693526
5384840000000.0,9440,1,0,1,1,0,1792.8050325676836
11198200000000.0,9440,1,0,1,1,0,2605.7387903492986
7481800000000.0,9440,1,0,1,1,0,2086.041572661147
6937800000000.0,9440,1,0,1,1,0,2009.9692213474145
7610630000000.0,9440,1,0,1,1,0,2104.0570157121547
8624500000000.0,9440,1,0,1,1,0,2245.835462084312
6546490000000.0,9440,1,0,1,1,0,1955.2488687875311
10465200000000.0,9440,1,0,1,1,0,2503.236890509288
8227460000000.0,9440,1,0,1,1,0,2190.3138327357747
10839300000000.0,9440,1,0,1,1,0,2555.5506159255883
8915060000000.0,9440,1,0,1,1,0,2286.467047374235
7787410000000.0,9440,1,0,1,1,0,2128.7777331114958
6019630000000.0,9440,1,0,1,1,0,1881.5733558957058
8931570000000.0,9440,1,0,1,1,0,2288.775787301054
7811380000000.0,9440,1,0,1,1,0,2132.1296710912566
5558810000000.0,9440,1,0,1,1,0,1817.132802711158
8131010000000.0,9440,1,0,1,1,0,2176.8263726545074
10343700000000.0,9440,1,0,1,1,0,2486.2464664566805
7976680000000.0,9440,1,0,1,1,0,2155.2450381356684
8121360000000.0,9440,1,0,1,1,0,2175.476927451975
6784110000000.0,9440,1,0,1,1,0,1988.4773837124744
9185670000000.0,9440,1,0,1,1,0,2324.308846986384
8627540000000.0,9440,1,0,1,1,0,2246.26057228283
8999090000000.0,9440,1,0,1,1,0,2298.217708552347
9191990000000.0,9440,1,0,1,1,0,2325.1926287148817
8443140000000.0,9440,1,0,1,1,0,2220.474282609572
7491250000000.0,9440,1,0,1,1,0,2087.3630500874606
8596640000000.0,9440,1,0,1,1,0,2241.939550857105
9197370000000.0,9440,1,0,1,1,0,2325.9449618951535
8075320000000.0,9440,1,0,1,1,0,2169.038745366526
9237250000000.0,9440,1,0,1,1,0,2331.5217364730793
5654630000000.0,9440,1,0,1,1,0,1830.5321642973377
5385220000000.0,9440,1,0,1,1,0,1792.8581713424983
6844010000000.0,9440,1,0,1,1,0,1996.8537326898504
8018330000000.0,9440,1,0,1,1,0,2161.069327533126
7491100000000.0,9440,1,0,1,1,0,2087.342074255297
7513070000000.0,9440,1,0,1,1,0,2090.4143344728755
10889600000000.0,9440,1,0,1,1,0,2562.584511644486
8469230000000.0,9440,1,0,1,1,0,2224.1226790172473
8961990000000.0,9440,1,0,1,1,0,2293.0296860638555
5420800000000.0,9440,1,0,1,1,0,1797.8336387317313
8402820000000.0,9440,1,0,1,1,0,2214.835978923966
7760850000000.0,9440,1,0,1,1,0,2125.0636124297075
9683900000000.0,9440,1,0,1,1,0,2393.9807727125617
6776420000000.0,9440,1,0,1,1,0,1987.4020227168812
7832000000000.0,9440,1,0,1,1,0,2135.013148819362
9097980000000.0,9440,1,0,1,1,0,2312.046375503477
8644080000000.0,9440,1,0,1,1,0,2248.573507376082
6873420000000.0,9440,1,0,1,1,0,2000.966394182749
8500530000000.0,9440,1,0,1,1,0,2228.4996359954084
10528500000000.0,9440,1,0,1,1,0,2512.0886916823747
11169300000000.0,9440,1,0,1,1,0,2601.6974466857564
7773150000000.0,9440,1,0,1,1,0,2126.783630667132
6182490000000.0,9440,1,0,1,1,0,1904.3475160702546
7753040000000.0,9440,1,0,1,1,0,2123.9714707683834
7389900000000.0,9440,1,0,1,1,0,2073.1903794888453
6617320000000.0,9440,1,0,1,1,0,1965.1536567352364
5542800000000.0,9440,1,0,1,1,0,1814.8939822248844
11185400000000.0,9440,1,0,1,1,0,2603.9488526713285
7850600000000.0,9440,1,0,1,1,0,2137.6141520076626
7472410000000.0,9440,1,0,1,1,0,2084.7284855676985
7642830000000.0,9440,1,0,1,1,0,2108.559827683298
7103130000000.0,9440,1,0,1,1,0,2033.088783558259
10136400000000.0,9440,1,0,1,1,0,2457.2578664064295
9741780000000.0,9440,1,0,1,1,0,2402.0746471501334
9842030000000.0,9440,1,0,1,1,0,2416.0934949795483
8473970000000.0,9440,1,0,1,1,0,2224.7855153136206
7584070000000.0,9440,1,0,1,1,0,2100.3428950303664
7059870000000.0,9440,1,0,1,1,0,2027.0393535622443
8319460000000.0,9440,1,0,1,1,0,2203.1790097961853
8748310000000.0,9440,1,0,1,1,0,2263.148913952241
7894490000000.0,9440,1,0,1,1,0,2143.7516804987645
8412050000000.0,9440,1,0,1,1,0,2216.12669179644
10928200000000.0,9440,1,0,1,1,0,2567.982292454615
8006250000000.0,9440,1,0,1,1,0,2159.380073849542
7618220000000.0,9440,1,0,1,1,0,2105.1183928196383
5889180000000.0,9440,1,0,1,1,0,1863.3313738573302
8212120000000.0,9440,1,0,1,1,0,2188.1687042998324
11193100000000.0,9440,1,0,1,1,0,2605.0256120557324
7157560000000.0,9440,1,0,1,1,0,2040.700213856065
9244330000000.0,9440,1,0,1,1,0,2332.5117957512066
7576510000000.0,9440,1,0,1,1,0,2099.2857130893153
7676730000000.0,9440,1,0,1,1,0,2113.3003657522972
7288450000000.0,9440,1,0,1,1,0,2059.003725002121
7639100000000.0,9440,1,0,1,1,0,2108.0382286568274
5562350000000.0,9440,1,0,1,1,0,1817.6278323502215
8198530000000.0,9440,1,0,1,1,0,2186.2682939058
11100100000000.0,9440,1,0,1,1,0,2592.02059611423
7916880000000.0,9440,1,0,1,1,0,2146.8826730464016
10109000000000.0,9440,1,0,1,1,0,2453.426281064524
8532410000000.0,9440,1,0,1,1,0,2232.9576995246034
5225300000000.0,9440,1,0,1,1,0,1770.4951374783586
7517190000000.0,9440,1,0,1,1,0,2090.9904706629723
7475130000000.0,9440,1,0,1,1,0,2085.108847324267
10793100000000.0,9440,1,0,1,1,0,2549.0900596191645
8786890000000.0,9440,1,0,1,1,0,2268.5438979847477
6445540000000.0,9440,1,0,1,1,0,1941.1321337413524
6409050000000.0,9440,1,0,1,1,0,1936.0294129703266
11535800000000.0,9440,1,0,1,1,0,2652.9483966057614
8738850000000.0,9440,1,0,1,1,0,2261.8260381371156
6067510000000.0,9440,1,0,1,1,0,1888.2688415223631
8547340000000.0,9440,1,0,1,1,0,2235.045494019298
7706610000000.0,9440,1,0,1,1,0,2117.478751519309
6842170000000.0,9440,1,0,1,1,0,1996.596429148642
5816130000000.0,9440,1,0,1,1,0,1853.116143593602
6375150000000.0,9440,1,0,1,1,0,1931.2888749013273
7045700000000.0,9440,1,0,1,1,0,2025.0578366171787
7928520000000.0,9440,1,0,1,1,0,2148.510397622306
11333300000000.0,9440,1,0,1,1,0,2624.631023184749
7809870000000.0,9440,1,0,1,1,0,2131.918514380809
5799840000000.0,9440,1,0,1,1,0,1850.8381682206227
9539230000000.0,9440,1,0,1,1,0,2373.7502817850664
9290470000000.0,9440,1,0,1,1,0,2338.963961724765
8913730000000.0,9440,1,0,1,1,0,2286.2810616623833
10426600000000.0,9440,1,0,1,1,0,2497.839109699159
10233700000000.0,9440,1,0,1,1,0,2470.8641895366245
10127600000000.0,9440,1,0,1,1,0,2456.0272842528248
6655080000000.0,9440,1,0,1,1,0,1970.4339728852485
5738870000000.0,9440,1,0,1,1,0,1842.3121916404789
5967550000000.0,9440,1,0,1,1,0,1874.2905469684647
8825470000000.0,9440,1,0,1,1,0,2273.9388820172544
6948050000000.0,9440,1,0,1,1,0,2011.4025698786018
5445180000000.0,9440,1,0,1,1,0,1801.24291065274
11815500000000.0,9440,1,0,1,1,0,2692.0613316470317
7803070000000.0,9440,1,0,1,1,0,2130.9676099893873
5851330000000.0,9440,1,0,1,1,0,1858.03847220802
7049660000000.0,9440,1,0,1,1,0,2025.6115985863007
9577810000000.0,9440,1,0,1,1,0,2379.145265817573
8932580000000.0,9440,1,0,1,1,0,2288.9170245709565
6484190000000.0,9440,1,0,1,1,0,1946.5369064955357
9795630000000.0,9440,1,0,1,1,0,2409.6049708969063
6634460000000.0,9440,1,0,1,1,0,1967.5504951571434
7297180000000.0,9440,1,0,1,1,0,2060.224518434049
6387860000000.0,9440,1,0,1,1,0,1933.0662270799994
9929690000000.0,9440,1,0,1,1,0,2428.351771296022
9413840000000.0,9440,1,0,1,1,0,2356.215884485013
6228920000000.0,9440,1,0,1,1,0,1910.8402353193292
7402580000000.0,9440,1,0,1,1,0,2074.9635365010845
11555100000000.0,9440,1,0,1,1,0,2655.6472870108264
9273490000000.0,9440,1,0,1,1,0,2336.5894975238325
7836430000000.0,9440,1,0,1,1,0,2135.632635062597
11553800000000.0,9440,1,0,1,1,0,2655.4654964654073
8380770000000.0,9440,1,0,1,1,0,2211.7525315959
5537360000000.0,9440,1,0,1,1,0,1814.133258711747
7415170000000.0,9440,1,0,1,1,0,2076.7241080140257
5167360000000.0,9440,1,0,1,1,0,1762.392872707922
10437100000000.0,9440,1,0,1,1,0,2499.3074179506193
7027230000000.0,9440,1,0,1,1,0,2022.4750124834204
5263120000000.0,9440,1,0,1,1,0,1775.783843961236
8792960000000.0,9440,1,0,1,1,0,2269.3927199929726
6521060000000.0,9440,1,0,1,1,0,1951.6927660413764
10908900000000.0,9440,1,0,1,1,0,2565.283402049551
9433130000000.0,9440,1,0,1,1,0,2358.9133765012666
10584900000000.0,9440,1,0,1,1,0,2519.975604575931
5727900000000.0,9440,1,0,1,1,0,1840.778159114906
5717620000000.0,9440,1,0,1,1,0,1839.3406154172862
9249870000000.0,9440,1,0,1,1,0,2333.286503152453
7039690000000.0,9440,1,0,1,1,0,2024.2174049418195
8355190000000.0,9440,1,0,1,1,0,2208.1754530175817
9204860000000.0,9440,1,0,1,1,0,2326.9923551145284
5293860000000.0,9440,1,0,1,1,0,1780.0824911659863
7501560000000.0,9440,1,0,1,1,0,2088.8047889515133
9220300000000.0,9440,1,0,1,1,0,2329.15146743858
9828580000000.0,9440,1,0,1,1,0,2414.212662028868
6602400000000.0,9440,1,0,1,1,0,1963.0672606293524
7442080000000.0,9440,1,0,1,1,0,2080.4871723041956
6915540000000.0,9440,1,0,1,1,0,2006.8564078543195
8772440000000.0,9440,1,0,1,1,0,2266.5232261529763
10368700000000.0,9440,1,0,1,1,0,2489.742438483966
9170490000000.0,9440,1,0,1,1,0,2322.186092771416
8242100000000.0,9440,1,0,1,1,0,2192.361073954953
8060330000000.0,9440,1,0,1,1,0,2166.942560538966
10930700000000.0,9440,1,0,1,1,0,2568.3318896573437
10214400000000.0,9440,1,0,1,1,0,2468.16529913156
7357770000000.0,9440,1,0,1,1,0,2068.6973562393778
5504760000000.0,9440,1,0,1,1,0,1809.5745111881668
8756310000000.0,9440,1,0,1,1,0,2264.2676250009717
7081310000000.0,9440,1,0,1,1,0,2030.0374991728443
8953640000000.0,9440,1,0,1,1,0,2291.862031406742
8245930000000.0,9440,1,0,1,1,0,2192.896656869533
8109160000000.0,9440,1,0,1,1,0,2173.77089310266
7329050000000.0,9440,1,0,1,1,0,2064.6811835744325
6877370000000.0,9440,1,0,1,1,0,2001.51875776306
7282220000000.0,9440,1,0,1,1,0,2058.1325287729214
7228620000000.0,9440,1,0,1,1,0,2050.637164746421
7165240000000.0,9440,1,0,1,1,0,2041.7741764628472
9517210000000.0,9440,1,0,1,1,0,2370.6710296234332
4940940000000.0,9440,1,0,1,1,0,1730.7305532512025
8363920000000.0,9440,1,0,1,1,0,2209.39624644951
6472740000000.0,9440,1,0,1,1,0,1944.935751307039
7066320000000.0,9440,1,0,1,1,0,2027.941314345284
7006580000000.0,9440,1,0,1,1,0,2019.5873395888825
7417250000000.0,9440,1,0,1,1,0,2077.0149728866954
8978690000000.0,9440,1,0,1,1,0,2295.364995378082
8734870000000.0,9440,1,0,1,1,0,2261.269479390372
7139600000000.0,9440,1,0,1,1,0,2038.1887075516631
10065900000000.0,9440,1,0,1,1,0,2447.399225289484
9048890000000.0,9440,1,0,1,1,0,2305.1816848307
9773150000000.0,9440,1,0,1,1,0,2406.461392849971
9607090000000.0,9440,1,0,1,1,0,2383.23974825593
7217550000000.0,9440,1,0,1,1,0,2049.089148332739
8217440000000.0,9440,1,0,1,1,0,2188.9126471472387
5649310000000.0,9440,1,0,1,1,0,1829.7882214499314
8497440000000.0,9440,1,0,1,1,0,2228.0675338528363
7945340000000.0,9440,1,0,1,1,0,2150.862487602263
6011470000000.0,9440,1,0,1,1,0,1880.432270626
9002570000000.0,9440,1,0,1,1,0,2298.7043478585447
8902630000000.0,9440,1,0,1,1,0,2284.7288500822688
6201470000000.0,9440,1,0,1,1,0,1907.0016580333695
8150300000000.0,9440,1,0,1,1,0,2179.5238646707608
10079400000000.0,9440,1,0,1,1,0,2449.287050184218
7755220000000.0,9440,1,0,1,1,0,2124.2763195291627
6060170000000.0,9440,1,0,1,1,0,1887.242424135152
8281950000000.0,9440,1,0,1,1,0,2197.9336533664464
5305750000000.0,9440,1,0,1,1,0,1781.7451754621634
6073710000000.0,9440,1,0,1,1,0,1889.13584258513
11670800000000.0,9440,1,0,1,1,0,2671.8266455531034
7909170000000.0,9440,1,0,1,1,0,2145.8045152731866
10081500000000.0,9440,1,0,1,1,0,2449.58071183451
5822900000000.0,9440,1,0,1,1,0,1854.062852818591
8563400000000.0,9440,1,0,1,1,0,2237.291306449626
6523720000000.0,9440,1,0,1,1,0,1952.0647374650796
8357910000000.0,9440,1,0,1,1,0,2208.5558147741503
8969520000000.0,9440,1,0,1,1,0,2294.0826728384736
5279630000000.0,9440,1,0,1,1,0,1778.0925838880553
7325130000000.0,9440,1,0,1,1,0,2064.1330151605544
10166200000000.0,9440,1,0,1,1,0,2461.4250650629538
7921820000000.0,9440,1,0,1,1,0,2147.573477118993
6652620000000.0,9440,1,0,1,1,0,1970.0899692377636
7200660000000.0,9440,1,0,1,1,0,2046.7272696311052
8146950000000.0,9440,1,0,1,1,0,2179.055404419105
7214260000000.0,9440,1,0,1,1,0,2048.6290784139483
7977160000000.0,9440,1,0,1,1,0,2155.3121607985922
10990600000000.0,9440,1,0,1,1,0,2576.7082386347197
8282930000000.0,9440,1,0,1,1,0,2198.070695469916
6481660000000.0,9440,1,0,1,1,0,1946.1831141263744
4963390000000.0,9440,1,0,1,1,0,1733.869936131705
8266040000000.0,9440,1,0,1,1,0,2195.7088167682814
7494420000000.0,9440,1,0,1,1,0,2087.8063393405205
6844320000000.0,9440,1,0,1,1,0,1996.8970827429887
6402720000000.0,9440,1,0,1,1,0,1935.144232853018
8556350000000.0,9440,1,0,1,1,0,2236.3054423379317
9484640000000.0,9440,1,0,1,1,0,2366.1164772662855
7517660000000.0,9440,1,0,1,1,0,2091.056194937085
9125870000000.0,9440,1,0,1,1,0,2315.9464818971173
8208390000000.0,9440,1,0,1,1,0,2187.6471052733614
7285890000000.0,9440,1,0,1,1,0,2058.645737466527
6435800000000.0,9440,1,0,1,1,0,1939.770103039522
7687320000000.0,9440,1,0,1,1,0,2114.7812595030555
6053530000000.0,9440,1,0,1,1,0,1886.3138939647051
8937700000000.0,9440,1,0,1,1,0,2289.6329996421446
8966800000000.0,9440,1,0,1,1,0,2293.702311081905
5835480000000.0,9440,1,0,1,1,0,1855.822025942721
5873840000000.0,9440,1,0,1,1,0,1861.1862454213879
9852080000000.0,9440,1,0,1,1,0,2417.498875734517
6539850000000.0,9440,1,0,1,1,0,1954.3203386170842
6741010000000.0,9440,1,0,1,1,0,1982.4503279374342
10134300000000.0,9440,1,0,1,1,0,2456.9642047561374
8882200000000.0,9440,1,0,1,1,0,2281.8719417415705
7397960000000.0,9440,1,0,1,1,0,2074.3174808704425
7030020000000.0,9440,1,0,1,1,0,2022.8651629616652
5224290000000.0,9440,1,0,1,1,0,1770.3539002084563
8957220000000.0,9440,1,0,1,1,0,2292.362654601049
6418350000000.0,9440,1,0,1,1,0,1937.3299145644767
5257490000000.0,9440,1,0,1,1,0,1774.9965510606914
7850470000000.0,9440,1,0,1,1,0,2137.5959729531205
11545500000000.0,9440,1,0,1,1,0,2654.3048337523487
6982650000000.0,9440,1,0,1,1,0,2016.240995164365
9899580000000.0,9440,1,0,1,1,0,2424.141222586359
9491470000000.0,9440,1,0,1,1,0,2367.07157682414
8383530000000.0,9440,1,0,1,1,0,2212.138486907713
9837660000000.0,9440,1,0,1,1,0,2415.4823990691784
7182000000000.0,9440,1,0,1,1,0,2044.1178761099393
7602480000000.0,9440,1,0,1,1,0,2102.9173288312595
7030780000000.0,9440,1,0,1,1,0,2022.9714405112948
5104210000000.0,9440,1,0,1,1,0,1753.5620473669987
9896100000000.0,9440,1,0,1,1,0,2423.654583280161
7754840000000.0,9440,1,0,1,1,0,2124.223180754348
7533000000000.0,9440,1,0,1,1,0,2093.2013233730277
7665470000000.0,9440,1,0,1,1,0,2111.725779951208
7775140000000.0,9440,1,0,1,1,0,2127.061910040504
8816270000000.0,9440,1,0,1,1,0,2272.652364311213
5287720000000.0,9440,1,0,1,1,0,1779.223880436085
6635070000000.0,9440,1,0,1,1,0,1967.6357968746092
8410720000000.0,9440,1,0,1,1,0,2215.9407060845883
11479700000000.0,9440,1,0,1,1,0,2645.103435376533
6578620000000.0,9440,1,0,1,1,0,1959.7418920369985
8815510000000.0,9440,1,0,1,1,0,2272.546086761584
9277980000000.0,9440,1,0,1,1,0,2337.217374099933
7359380000000.0,9440,1,0,1,1,0,2068.9224968379353
9761070000000.0,9440,1,0,1,1,0,2404.7721391663868
6992070000000.0,9440,1,0,1,1,0,2017.558277424246
6215830000000.0,9440,1,0,1,1,0,1909.0097443658424
9278800000000.0,9440,1,0,1,1,0,2337.3320419824277
8423500000000.0,9440,1,0,1,1,0,2217.7278469849366
11410400000000.0,9440,1,0,1,1,0,2635.4126009168976
4762200000000.0,9440,1,0,1,1,0,1705.7357516449222
6815610000000.0,9440,1,0,1,1,0,1992.882308466854
11008300000000.0,9440,1,0,1,1,0,2579.183386830038
8478240000000.0,9440,1,0,1,1,0,2225.382627335881
7350430000000.0,9440,1,0,1,1,0,2067.6709388521667
4940560000000.0,9440,1,0,1,1,0,1730.6774144763876
6072570000000.0,9440,1,0,1,1,0,1888.9764262606857
9164640000000.0,9440,1,0,1,1,0,2321.368035317031
9087410000000.0,9440,1,0,1,1,0,2310.568278530341
7733970000000.0,9440,1,0,1,1,0,2121.30474330597
7668980000000.0,9440,1,0,1,1,0,2112.216614423839
6063710000000.0,9440,1,0,1,1,0,1887.7374537742157
9384900000000.0,9440,1,0,1,1,0,2352.1689472662274
8024910000000.0,9440,1,0,1,1,0,2161.9894673707076
8921920000000.0,9440,1,0,1,1,0,2287.4263420985217
8288180000000.0,9440,1,0,1,1,0,2198.8048495956455
5730270000000.0,9440,1,0,1,1,0,1841.109577263093
9500640000000.0,9440,1,0,1,1,0,2368.3538993637485
6469960000000.0,9440,1,0,1,1,0,1944.546999217605
8562390000000.0,9440,1,0,1,1,0,2237.1500691797237
6489630000000.0,9440,1,0,1,1,0,1947.297630008673
9335720000000.0,9440,1,0,1,1,0,2345.2916710941513
11029000000000.0,9440,1,0,1,1,0,2582.07805166863
7435690000000.0,9440,1,0,1,1,0,2079.5936018540215
6312630000000.0,9440,1,0,1,1,0,1922.5461480554918
10059900000000.0,9440,1,0,1,1,0,2446.5601920029358
7105120000000.0,9440,1,0,1,1,0,2033.367062931631
9827600000000.0,9440,1,0,1,1,0,2414.0756199253988
8107130000000.0,9440,1,0,1,1,0,2173.487020174044
6990870000000.0,9440,1,0,1,1,0,2017.3904707669362
11477400000000.0,9440,1,0,1,1,0,2644.7818059500228
7975480000000.0,9440,1,0,1,1,0,2155.077231478359
8164310000000.0,9440,1,0,1,1,0,2181.4830073948515
10899200000000.0,9440,1,0,1,1,0,2563.926964902964
7349420000000.0,9440,1,0,1,1,0,2067.529701582265
8876670000000.0,9440,1,0,1,1,0,2281.0986327291353
7532650000000.0,9440,1,0,1,1,0,2093.1523797646455
7311160000000.0,9440,1,0,1,1,0,2062.179465991707
5989210000000.0,9440,1,0,1,1,0,1877.319457132905
6166940000000.0,9440,1,0,1,1,0,1902.173021469283
4897290000000.0,9440,1,0,1,1,0,1724.626586091562
6049550000000.0,9440,1,0,1,1,0,1885.757335217961
7793420000000.0,9440,1,0,1,1,0,2129.6181647868552
7709930000000.0,9440,1,0,1,1,0,2117.943016604532
6616030000000.0,9440,1,0,1,1,0,1964.9732645786285
6217030000000.0,9440,1,0,1,1,0,1909.177551023152
10735200000000.0,9440,1,0,1,1,0,2540.993388403971
9796960000000.0,9440,1,0,1,1,0,2409.790956608758
10986000000000.0,9440,1,0,1,1,0,2576.0649797816995
8521410000000.0,9440,1,0,1,1,0,2231.4194718325975
5481580000000.0,9440,1,0,1,1,0,1806.3330459244676
7552290000000.0,9440,1,0,1,1,0,2095.898815389281
8964270000000.0,9440,1,0,1,1,0,2293.3485187127435
6839480000000.0,9440,1,0,1,1,0,1996.2202625585062
8430010000000.0,9440,1,0,1,1,0,2218.6381981008417
8747260000000.0,9440,1,0,1,1,0,2263.002083127095
11120300000000.0,9440,1,0,1,1,0,2594.8453415122767
5956570000000.0,9440,1,0,1,1,0,1872.755116054081
9286830000000.0,9440,1,0,1,1,0,2338.454948197592
9558520000000.0,9440,1,0,1,1,0,2376.4477738013197
9566200000000.0,9440,1,0,1,1,0,2377.521736408102
7380030000000.0,9440,1,0,1,1,0,2071.810169732473
6890240000000.0,9440,1,0,1,1,0,2003.3184841627067
10436200000000.0,9440,1,0,1,1,0,2499.1815629576367
8867400000000.0,9440,1,0,1,1,0,2279.802326301418
7772680000000.0,9440,1,0,1,1,0,2126.717906393019
10568200000000.0,9440,1,0,1,1,0,2517.6402952617045
7301510000000.0,9440,1,0,1,1,0,2060.830020789175
9302960000000.0,9440,1,0,1,1,0,2340.7105493495965
8793690000000.0,9440,1,0,1,1,0,2269.494802376169
6287960000000.0,9440,1,0,1,1,0,1919.0963228589667
7846680000000.0,9440,1,0,1,1,0,2137.065983593784
6823480000000.0,9440,1,0,1,1,0,1993.9828404610435
7729410000000.0,9440,1,0,1,1,0,2120.667078008193
9801420000000.0,9440,1,0,1,1,0,2410.4146380184256
9671380000000.0,9440,1,0,1,1,0,2392.2299899212976
9529580000000.0,9440,1,0,1,1,0,2372.400836582534
11015800000000.0,9440,1,0,1,1,0,2580.232178438224
6078070000000.0,9440,1,0,1,1,0,1889.7455401066886
9018380000000.0,9440,1,0,1,1,0,2300.9152005686
6376160000000.0,9440,1,0,1,1,0,1931.4301121712297
10988300000000.0,9440,1,0,1,1,0,2576.38660920821
7580280000000.0,9440,1,0,1,1,0,2099.8129056710295
7170740000000.0,9440,1,0,1,1,0,2042.54329030885
9220930000000.0,9440,1,0,1,1,0,2329.239565933667
7172770000000.0,9440,1,0,1,1,0,2042.8271632374654
4896540000000.0,9440,1,0,1,1,0,1724.5217069307437
6916740000000.0,9440,1,0,1,1,0,2007.0242145116295
8901530000000.0,9440,1,0,1,1,0,2284.575027313068
5347490000000.0,9440,1,0,1,1,0,1787.5820503589193
7314160000000.0,9440,1,0,1,1,0,2062.5989826349814
9469970000000.0,9440,1,0,1,1,0,2364.0650408806746
7053640000000.0,9440,1,0,1,1,0,2026.1681573330447
9136180000000.0,9440,1,0,1,1,0,2317.3882207611696
6785820000000.0,9440,1,0,1,1,0,1988.7165081991407
8548600000000.0,9440,1,0,1,1,0,2235.221691009473
8102070000000.0,9440,1,0,1,1,0,2172.7794354357216
7604180000000.0,9440,1,0,1,1,0,2103.155054929115
4851380000000.0,9440,1,0,1,1,0,1718.206583060655
6209790000000.0,9440,1,0,1,1,0,1908.1651175240504
6525870000000.0,9440,1,0,1,1,0,1952.3653910594262
6514550000000.0,9440,1,0,1,1,0,1950.7824149254711
6611700000000.0,9440,1,0,1,1,0,1964.3677622235027
10766400000000.0,9440,1,0,1,1,0,2545.3563614940235
7703990000000.0,9440,1,0,1,1,0,2117.1123736508493
7273520000000.0,9440,1,0,1,1,0,2056.915930507426
6508030000000.0,9440,1,0,1,1,0,1949.8706654207554
7279910000000.0,9440,1,0,1,1,0,2057.8095009576
7245060000000.0,9440,1,0,1,1,0,2052.9361159515643
8227300000000.0,9440,1,0,1,1,0,2190.2914585148
8352220000000.0,9440,1,0,1,1,0,2207.76013154074
9627140000000.0,9440,1,0,1,1,0,2386.043517821813
8064120000000.0,9440,1,0,1,1,0,2167.4725498983025
9754740000000.0,9440,1,0,1,1,0,2403.886959049078
8526470000000.0,9440,1,0,1,1,0,2232.12705657092
9769100000000.0,9440,1,0,1,1,0,2405.8950453815505
8913800000000.0,9440,1,0,1,1,0,2286.29085038406
10146000000000.0,9440,1,0,1,1,0,2458.600319664907
9520820000000.0,9440,1,0,1,1,0,2371.175847984173
5906860000000.0,9440,1,0,1,1,0,1865.8037252750264
6894030000000.0,9440,1,0,1,1,0,2003.8484735220432
6070860000000.0,9440,1,0,1,1,0,1888.7373017740192
8854410000000.0,9440,1,0,1,1,0,2277.9858192360402
10409800000000.0,9440,1,0,1,1,0,2495.4898164968236
9207810000000.0,9440,1,0,1,1,0,2327.4048798137483
10957100000000.0,9440,1,0,1,1,0,2572.0236361181574
9247940000000.0,9440,1,0,1,1,0,2333.0166141119466
8856750000000.0,9440,1,0,1,1,0,2278.313042217794
7892120000000.0,9440,1,0,1,1,0,2143.420262350578
6858960000000.0,9440,1,0,1,1,0,1998.9443239621671
4960860000000.0,9440,1,0,1,1,0,1733.5161437625436
7865210000000.0,9440,1,0,1,1,0,2139.657198060408
10171900000000.0,9440,1,0,1,1,0,2462.2221466851747
9495680000000.0,9440,1,0,1,1,0,2367.660298513535
9211280000000.0,9440,1,0,1,1,0,2327.890120731135
7701240000000.0,9440,1,0,1,1,0,2116.727816727848
6984670000000.0,9440,1,0,1,1,0,2016.5234697041694
8960510000000.0,9440,1,0,1,1,0,2292.8227245198395
6669380000000.0,9440,1,0,1,1,0,1972.4336688848557
10599700000000.0,9440,1,0,1,1,0,2522.045220016084
7583000000000.0,9440,1,0,1,1,0,2100.1932674275986
10132800000000.0,9440,1,0,1,1,0,2456.7544464345
6668970000000.0,9440,1,0,1,1,0,1972.3763349436083
5625440000000.0,9440,1,0,1,1,0,1826.4502673582792
9652090000000.0,9440,1,0,1,1,0,2389.532497905044
5276280000000.0,9440,1,0,1,1,0,1777.6241236363992
7118820000000.0,9440,1,0,1,1,0,2035.2828556025834
6035570000000.0,9440,1,0,1,1,0,1883.802387660303
7563450000000.0,9440,1,0,1,1,0,2097.4594173022615
8251590000000.0,9440,1,0,1,1,0,2193.688144936511
10896400000000.0,9440,1,0,1,1,0,2563.5354160359084
5551150000000.0,9440,1,0,1,1,0,1816.0616368819976
7064170000000.0,9440,1,0,1,1,0,2027.6406607509373
9300120000000.0,9440,1,0,1,1,0,2340.313406927297
9521960000000.0,9440,1,0,1,1,0,2371.3352643086173
10330100000000.0,9440,1,0,1,1,0,2484.344657673837
8622290000000.0,9440,1,0,1,1,0,2245.5264181571
